Absolutdruck 1, Messreihe #1
Zeit ( s )	Absolutdruck 1 ( kPa )
308,5000	112,67
308,6000	175,79
308,7000	134,52
308,8000	102,26
308,9000	171,85
309,0000	165,33
309,1000	101,75
309,2000	143,83
309,3000	170,13
309,4000	101,47
309,5000	139,23
309,6000	174,51
309,7000	107,79
309,8000	134,75
309,9000	188,08
310,0000	110,31
310,1000	113,05
310,2000	187,93
310,3000	134,01
310,4000	110,52
310,5000	172,45
310,6000	138,99
310,7000	101,71
310,8000	168,02
310,9000	169,61
311,0000	101,46
311,1000	139,71
311,2000	174,15
311,3000	107,63
311,4000	135,31
311,5000	177,88
311,6000	110,02
311,7000	131,12
311,8000	188,04
311,9000	112,89
312,0000	110,78
312,1000	187,21
312,2000	138,51
312,3000	108,45
312,4000	168,69
312,5000	143,29
312,6000	101,42
312,7000	164,26
312,8000	173,45
312,9000	101,47
313,0000	136,07
313,1000	177,32
313,2000	109,66
313,3000	131,90
313,4000	180,55
313,5000	112,42
313,6000	127,93
313,7000	187,61
313,8000	115,61
313,9000	108,84
314,0000	186,03
314,1000	142,55
314,2000	106,78
314,3000	164,89
314,4000	148,05
314,5000	101,41
314,6000	160,41
314,7000	176,71
314,8000	101,68
314,9000	132,34
315,0000	180,13
315,1000	112,04
315,2000	128,27
315,3000	187,75
315,4000	115,31
315,5000	124,39
315,6000	186,37
315,7000	118,85
315,8000	107,00
315,9000	184,05
316,0000	147,36
316,1000	105,22
316,2000	160,93
316,3000	152,48
316,4000	101,69
316,5000	156,38
316,6000	179,76
316,7000	102,30
316,8000	128,72
316,9000	182,78
317,0000	114,84
317,1000	124,72
317,2000	186,49
317,3000	118,51
317,4000	107,29
317,5000	184,44
317,6000	122,51
317,7000	105,37
317,8000	181,68
317,9000	151,98
318,0000	103,91
318,1000	156,78
318,2000	156,98
318,3000	102,23
318,4000	152,21
318,5000	182,52
318,6000	103,07
318,7000	125,38
318,8000	185,03
318,9000	117,73
319,0000	121,84
319,1000	184,97
319,2000	121,63
319,3000	105,92
319,4000	182,63
319,5000	150,54
319,6000	104,42
319,7000	179,77
319,8000	155,32
319,9000	103,23
320,0000	153,91
320,1000	160,25
320,2000	102,72
320,3000	149,30
320,4000	184,06
320,5000	103,82
320,6000	123,31
320,7000	186,13
320,8000	120,02
320,9000	119,92
321,0000	183,76
321,1000	123,94
321,2000	104,93
321,3000	181,11
321,4000	153,25
321,5000	103,72
321,6000	155,96
321,7000	157,91
321,8000	102,69
321,9000	151,56
322,0000	162,60
322,1000	103,29
322,2000	147,14
322,3000	185,31
322,4000	104,62
322,5000	121,59
322,6000	186,98
322,7000	122,00
322,8000	118,24
322,9000	182,42
323,0000	126,00
323,1000	104,28
323,2000	179,64
323,3000	155,72
323,4000	103,14
323,5000	153,74
323,6000	160,44
323,7000	102,31
323,8000	149,41
323,9000	165,11
324,0000	103,95
324,1000	144,87
324,2000	186,32
324,3000	105,41
324,4000	119,81
324,5000	187,65
324,6000	124,16
324,7000	116,62
324,8000	181,10
324,9000	128,00
325,0000	103,71
325,1000	178,09
325,2000	158,26
325,3000	102,75
325,4000	151,41
325,5000	163,21
325,6000	103,39
325,7000	146,76
325,8000	167,60
325,9000	104,75
326,0000	142,22
326,1000	187,23
326,2000	106,56
326,3000	117,89
326,4000	188,17
326,5000	126,62
326,6000	114,81
326,7000	179,13
326,8000	131,00
326,9000	102,91
327,0000	175,49
327,1000	161,62
327,2000	102,11
327,3000	148,02
327,4000	166,53
327,5000	104,38
327,6000	143,39
327,7000	186,86
327,8000	106,07
327,9000	138,79
328,0000	188,11
328,1000	108,16
328,2000	115,49
328,3000	188,60
328,4000	129,99
328,5000	112,73
328,6000	176,24
328,7000	134,82
328,8000	102,30
328,9000	172,37
329,0000	165,65
329,1000	101,71
329,2000	144,21
329,3000	170,24
329,4000	105,73
329,5000	139,49
329,6000	187,94
329,7000	107,79
329,8000	116,10
329,9000	188,69
330,0000	110,26
330,1000	113,20
330,2000	188,57
330,3000	134,07
330,4000	110,63
330,5000	173,06
330,6000	138,86
330,7000	101,80
330,8000	168,83
330,9000	169,60
331,0000	101,46
331,1000	140,30
331,2000	173,94
331,3000	107,40
331,4000	136,00
331,5000	188,52
331,6000	109,74
331,7000	113,75
331,8000	188,64
331,9000	112,51
332,0000	111,23
332,1000	187,94
332,2000	137,79
332,3000	108,90
332,4000	169,88
332,5000	142,80
332,6000	101,52
332,7000	165,48
332,8000	173,00
332,9000	101,48
333,0000	137,10
333,1000	176,96
333,2000	109,15
333,3000	132,87
333,4000	188,73
333,5000	111,95
333,6000	111,82
333,7000	188,25
333,8000	136,82
333,9000	109,40
334,0000	186,97
334,1000	141,76
334,2000	107,42
334,3000	166,62
334,4000	146,71
334,5000	101,41
334,6000	162,08
334,7000	176,27
334,8000	101,68
334,9000	133,74
335,0000	179,84
335,1000	111,40
335,2000	129,65
335,3000	188,38
335,4000	114,43
335,5000	109,86
335,6000	187,18
335,7000	140,67
335,8000	107,65
335,9000	167,41
336,0000	145,75
336,1000	105,82
336,2000	162,92
336,3000	151,04
336,4000	101,58
336,5000	158,15
336,6000	179,15
336,7000	102,09
336,8000	130,34
336,9000	182,45
337,0000	113,88
337,1000	126,33
337,2000	187,61
337,3000	117,38
337,4000	108,05
337,5000	185,82
337,6000	145,13
337,7000	106,19
337,8000	163,65
337,9000	150,37
338,0000	101,55
338,1000	158,90
338,2000	155,44
338,3000	101,99
338,4000	154,28
338,5000	182,03
338,6000	102,88
338,7000	126,95
338,8000	184,62
338,9000	116,84
339,0000	123,14
339,1000	186,11
339,2000	120,61
339,3000	106,40
339,4000	183,83
339,5000	149,33
339,6000	104,74
339,7000	159,72
339,8000	154,41
339,9000	101,88
340,0000	155,13
340,1000	159,63
340,2000	102,65
340,3000	150,64
340,4000	184,28
340,5000	103,71
340,6000	123,90
340,7000	186,37
340,8000	119,72
340,9000	120,40
341,0000	184,48
341,1000	123,78
341,2000	105,12
341,3000	181,57
341,4000	153,42
341,5000	103,79
341,6000	156,17
341,7000	158,66
341,8000	102,51
341,9000	151,55
342,0000	183,90
342,1000	103,48
342,2000	146,70
342,3000	186,14
342,4000	105,01
342,5000	120,98
342,6000	187,82
342,7000	123,04
342,8000	117,67
342,9000	182,18
343,0000	127,33
343,1000	104,04
343,2000	179,01
343,3000	157,80
343,4000	102,93
343,5000	152,67
343,6000	162,60
343,7000	103,27
343,8000	147,90
343,9000	185,70
344,0000	104,59
344,1000	121,95
344,2000	187,51
344,3000	106,36
344,4000	118,37
344,5000	188,58
344,6000	126,18
344,7000	115,38
344,8000	179,75
344,9000	130,78
345,0000	103,12
345,1000	176,37
345,2000	161,60
345,3000	102,31
345,4000	149,01
345,5000	166,19
345,6000	104,27
345,7000	144,16
345,8000	187,17
345,9000	106,04
346,0000	118,97
346,1000	188,45
346,2000	125,57
346,3000	115,88
346,4000	189,05
346,5000	130,10
346,6000	113,13
346,7000	177,02
346,8000	134,70
346,9000	102,34
347,0000	173,01
347,1000	165,64
347,2000	101,77
347,3000	144,82
347,4000	170,37
347,5000	105,76
347,6000	139,97
347,7000	188,38
347,8000	107,88
347,9000	116,22
348,0000	189,04
348,1000	129,54
348,2000	113,42
348,3000	188,96
348,4000	133,90
348,5000	110,76
348,6000	173,62
348,7000	138,99
348,8000	101,83
348,9000	169,23
349,0000	169,90
349,1000	101,53
349,2000	140,51
349,3000	174,30
349,4000	107,56
349,5000	135,92
349,6000	189,02
349,7000	109,99
349,8000	113,70
349,9000	189,06
350,0000	133,38
350,1000	111,09
350,2000	174,21
350,3000	138,45
350,4000	108,75
350,5000	169,72
350,6000	143,63
350,7000	101,54
350,8000	165,00
350,9000	174,09
351,0000	101,53
351,1000	136,30
351,2000	178,05
351,3000	109,85
351,4000	132,22
351,5000	189,13
351,6000	112,62
351,7000	111,35
351,8000	188,34
351,9000	138,11
352,0000	108,89
352,1000	170,05
352,2000	143,24
352,3000	101,53
352,4000	165,53
352,5000	148,49
352,6000	101,48
352,7000	160,79
352,8000	177,82
352,9000	101,86
353,0000	132,56
353,1000	181,27
353,2000	112,41
353,3000	128,40
353,4000	188,47
353,5000	115,64
353,6000	109,16
353,7000	187,10
353,8000	142,53
353,9000	107,09
354,0000	166,29
354,1000	147,85
354,2000	101,52
354,3000	161,72
354,4000	177,07
354,5000	101,81
354,6000	157,17
354,7000	180,59
354,8000	102,36
354,9000	129,31
355,0000	183,51
355,1000	114,96
355,2000	125,47
355,3000	187,45
355,4000	118,36
355,5000	107,60
355,6000	185,63
355,7000	146,49
355,8000	105,79
355,9000	162,89
356,0000	151,85
356,1000	101,70
356,2000	158,34
356,3000	179,83
356,4000	102,22
356,5000	130,39
356,6000	182,73
356,7000	103,07
356,8000	126,34
356,9000	185,49
357,0000	117,68
357,1000	122,52
357,2000	186,09
357,3000	121,54
357,4000	106,14
357,5000	183,73
357,6000	150,53
357,7000	104,57
357,8000	159,27
357,9000	155,80
358,0000	102,04
358,1000	154,64
358,2000	182,30
358,3000	102,85
358,4000	127,01
358,5000	184,91
358,6000	104,08
358,7000	123,17
358,8000	187,08
358,9000	120,90
359,0000	119,58
359,1000	184,07
359,2000	124,94
359,3000	104,78
359,4000	181,20
359,5000	155,06
359,6000	103,43
359,7000	155,17
359,8000	160,31
359,9000	102,77
360,0000	150,25
360,1000	184,77
360,2000	104,00
360,3000	123,53
360,4000	187,02
360,5000	120,50
360,6000	119,75
360,7000	188,52
360,8000	124,76
360,9000	116,43
361,0000	181,08
361,1000	129,51
361,2000	103,51
361,3000	177,74
361,4000	160,05
361,5000	102,51
361,6000	150,37
361,7000	165,05
361,8000	103,93
361,9000	145,50
362,0000	186,94
362,1000	105,48
362,2000	120,10
362,3000	188,41
362,4000	124,09
362,5000	116,91
362,6000	181,72
362,7000	128,48
362,8000	114,02
362,9000	178,37
363,0000	132,98
363,1000	102,69
363,2000	174,64
363,3000	163,97
363,4000	102,03
363,5000	146,81
363,6000	168,80
363,7000	105,08
363,8000	141,92
363,9000	188,17
364,0000	106,92
364,1000	117,63
364,2000	189,08
364,3000	127,58
364,4000	114,70
364,5000	179,32
364,6000	131,92
364,7000	102,94
364,8000	175,60
364,9000	136,57
365,0000	102,10
365,1000	171,55
365,2000	167,69
365,3000	101,63
365,4000	143,09
365,5000	172,24
365,6000	106,45
365,7000	138,54
365,8000	188,95
365,9000	108,65
366,0000	115,30
366,1000	189,27
366,2000	130,93
366,3000	112,66
366,4000	176,69
366,5000	135,20
366,6000	102,28
366,7000	173,00
366,8000	139,98
366,9000	101,77
367,0000	168,73
367,1000	170,63
367,2000	101,51
367,3000	140,27
367,4000	174,85
367,5000	107,76
367,6000	136,02
367,7000	189,20
367,8000	110,15
367,9000	113,76
368,0000	189,28
368,1000	133,31
368,2000	111,28
368,3000	174,55
368,4000	138,11
368,5000	102,00
368,6000	170,57
368,7000	168,75
368,8000	101,59
368,9000	166,21
369,0000	173,51
369,1000	101,47
369,2000	137,60
369,3000	177,20
369,4000	109,16
369,5000	133,47
369,6000	189,34
369,7000	111,80
369,8000	112,05
369,9000	188,96
370,0000	136,43
370,1000	109,67
370,2000	171,98
370,3000	141,25
370,4000	101,66
370,5000	167,40
370,6000	172,29
370,7000	101,49
370,8000	138,59
370,9000	176,47
371,0000	101,65
371,1000	134,33
371,2000	179,84
371,3000	111,22
371,4000	130,06
371,5000	189,03
371,6000	114,35
371,7000	109,92
371,8000	187,92
371,9000	140,52
372,0000	107,85
372,1000	168,07
372,2000	145,95
372,3000	101,47
372,4000	163,55
372,5000	175,60
372,6000	101,59
372,7000	134,84
372,8000	179,52
372,9000	102,09
373,0000	130,66
373,1000	182,84
373,2000	113,91
373,3000	126,43
373,4000	188,07
373,5000	117,51
373,6000	108,07
373,7000	186,30
373,8000	145,48
373,9000	106,13
374,0000	164,04
374,1000	150,57
374,2000	101,56
374,3000	159,27
374,4000	179,16
374,5000	102,03
374,6000	131,12
374,7000	182,46
374,8000	113,41
374,9000	127,17
375,0000	185,12
375,1000	116,82
375,2000	123,30
375,3000	186,73
375,4000	120,80
375,5000	106,49
375,6000	184,49
375,7000	149,65
375,8000	104,86
375,9000	160,32
376,0000	154,76
376,1000	101,90
376,2000	155,66
376,3000	181,98
376,4000	102,67
376,5000	127,81
376,6000	184,71
376,7000	116,29
376,8000	123,93
376,9000	187,02
377,0000	120,03
377,1000	120,39
377,2000	184,94
377,3000	123,99
377,4000	105,14
377,5000	182,11
377,6000	153,99
377,7000	103,74
377,8000	156,56
