Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
873,4000	-24,9
873,6000	-24,9
873,8000	-24,9
874,0000	-24,9
874,2000	-24,9
874,4000	-24,9
874,6000	-24,9
874,8000	-24,9
875,0000	-24,9
875,2000	-24,9
875,4000	-24,9
875,6000	-24,9
875,8000	-24,9
876,0000	-24,9
876,2000	-24,9
876,4000	-24,9
876,6000	-24,9
876,8000	-24,9
877,0000	-24,9
877,2000	-24,9
877,4000	-24,9
877,6000	-24,9
877,8000	-24,9
878,0000	-24,9
878,2000	-24,9
878,4000	-24,9
878,6000	-24,9
878,8000	-24,9
879,0000	-24,9
879,2000	-24,9
879,4000	-24,9
879,6000	-24,9
879,8000	-24,9
880,0000	-24,9
880,2000	-24,9
880,4000	-24,9
880,6000	-24,9
880,8000	-24,9
881,0000	-24,9
881,2000	-24,9
881,4000	-24,9
881,6000	-24,9
881,8000	-24,9
882,0000	-24,9
882,2000	-24,9
882,4000	-24,9
882,6000	-24,9
882,8000	-24,9
883,0000	-24,9
883,2000	-24,9
883,4000	-24,9
883,6000	-24,9
883,8000	-24,9
884,0000	-24,9
884,2000	-24,9
884,4000	-24,9
884,6000	-24,9
884,8000	-24,9
885,0000	-24,9
885,2000	-24,9
885,4000	-24,9
885,6000	-24,9
885,8000	-24,9
886,0000	-24,9
886,2000	-24,9
886,4000	-24,9
886,6000	-24,9
886,8000	-24,9
887,0000	-24,9
887,2000	-24,9
887,4000	-24,9
887,6000	-24,9
887,8000	-24,9
888,0000	-24,9
888,2000	-24,9
888,4000	-24,9
888,6000	-24,9
888,8000	-24,9
889,0000	-24,9
889,2000	-24,9
889,4000	-24,9
889,6000	-24,9
889,8000	-24,9
890,0000	-24,9
890,2000	-24,9
890,4000	-24,9
890,6000	-24,9
890,8000	-24,9
891,0000	-24,9
891,2000	-24,9
891,4000	-24,9
891,6000	-24,9
891,8000	-24,9
892,0000	-24,9
892,2000	-24,9
892,4000	-24,9
892,6000	-24,9
892,8000	-24,9
893,0000	-24,9
893,2000	-24,9
893,4000	-24,9
893,6000	-24,9
893,8000	-24,9
894,0000	-24,9
894,2000	-24,9
894,4000	-24,9
894,6000	-24,9
894,8000	-24,9
895,0000	-24,9
895,2000	-24,9
895,4000	-24,9
895,6000	-24,9
895,8000	-24,9
896,0000	-24,9
896,2000	-24,9
896,4000	-24,9
896,6000	-24,9
896,8000	-24,9
897,0000	-24,9
897,2000	-24,9
897,4000	-24,9
897,6000	-24,9
897,8000	-24,9
898,0000	-24,9
898,2000	-24,9
898,4000	-24,9
898,6000	-24,9
898,8000	-24,9
899,0000	-24,9
899,2000	-24,9
899,4000	-24,9
899,6000	-24,9
899,8000	-24,9
900,0000	-24,9
900,2000	-25,0
900,4000	-25,0
900,6000	-25,0
900,8000	-25,0
901,0000	-24,9
901,2000	-25,0
901,4000	-25,0
901,6000	-24,9
901,8000	-25,0
902,0000	-25,0
902,2000	-25,0
902,4000	-25,0
902,6000	-25,0
902,8000	-25,0
903,0000	-25,0
903,2000	-25,0
903,4000	-25,0
903,6000	-25,0
903,8000	-25,0
904,0000	-25,0
904,2000	-25,0
904,4000	-25,0
904,6000	-25,0
904,8000	-25,0
905,0000	-25,0
905,2000	-25,0
905,4000	-25,0
905,6000	-25,0
905,8000	-25,0
906,0000	-25,0
906,2000	-25,0
906,4000	-25,0
906,6000	-25,0
906,8000	-25,0
907,0000	-25,0
907,2000	-25,0
907,4000	-25,0
907,6000	-25,0
907,8000	-25,0
908,0000	-25,0
908,2000	-25,0
908,4000	-25,0
908,6000	-25,0
908,8000	-25,0
909,0000	-25,0
909,2000	-25,0
909,4000	-25,0
909,6000	-25,0
909,8000	-25,0
910,0000	-25,0
910,2000	-25,0
910,4000	-25,0
910,6000	-25,0
910,8000	-25,0
911,0000	-25,0
911,2000	-25,0
911,4000	-25,0
911,6000	-25,0
911,8000	-25,0
912,0000	-25,0
912,2000	-25,0
912,4000	-25,0
912,6000	-25,0
912,8000	-25,0
913,0000	-25,0
913,2000	-25,0
913,4000	-25,0
913,6000	-25,0
913,8000	-25,0
914,0000	-25,0
914,2000	-25,0
914,4000	-25,0
914,6000	-25,0
914,8000	-25,0
915,0000	-25,0
915,2000	-25,0
915,4000	-25,0
915,6000	-25,0
915,8000	-25,0
916,0000	-25,0
916,2000	-25,0
916,4000	-25,0
916,6000	-25,0
916,8000	-25,0
917,0000	-25,0
917,2000	-25,0
917,4000	-25,0
917,6000	-25,0
917,8000	-25,0
918,0000	-25,0
918,2000	-25,0
918,4000	-25,0
918,6000	-25,0
918,8000	-25,0
919,0000	-25,0
919,2000	-25,0
919,4000	-25,0
919,6000	-25,0
919,8000	-25,0
920,0000	-25,0
920,2000	-25,0
920,4000	-25,0
920,6000	-25,0
920,8000	-25,0
921,0000	-25,0
921,2000	-25,0
921,4000	-25,0
921,6000	-25,0
921,8000	-25,0
922,0000	-25,0
922,2000	-25,0
922,4000	-25,0
922,6000	-25,0
922,8000	-25,0
923,0000	-25,0
923,2000	-25,0
923,4000	-25,0
923,6000	-25,0
923,8000	-25,0
924,0000	-25,0
924,2000	-25,0
924,4000	-25,0
924,6000	-25,0
924,8000	-25,0
925,0000	-25,0
925,2000	-25,0
925,4000	-25,0
925,6000	-25,0
925,8000	-25,0
926,0000	-25,0
926,2000	-25,0
926,4000	-25,0
926,6000	-25,1
926,8000	-25,1
927,0000	-25,1
927,2000	-25,0
927,4000	-25,1
927,6000	-25,1
927,8000	-25,1
928,0000	-25,1
928,2000	-25,1
928,4000	-25,1
928,6000	-25,1
928,8000	-25,1
929,0000	-25,1
929,2000	-25,1
929,4000	-25,1
929,6000	-25,1
929,8000	-25,1
930,0000	-25,1
930,2000	-25,1
930,4000	-25,1
930,6000	-25,1
930,8000	-25,1
931,0000	-25,1
931,2000	-25,1
931,4000	-25,1
931,6000	-25,1
931,8000	-25,1
932,0000	-25,1
932,2000	-25,1
932,4000	-25,1
932,6000	-25,1
932,8000	-25,1
933,0000	-25,1
933,2000	-25,1
933,4000	-25,1
933,6000	-25,1
933,8000	-25,1
934,0000	-25,1
934,2000	-25,1
934,4000	-25,1
934,6000	-25,1
934,8000	-25,1
935,0000	-25,1
935,2000	-25,1
935,4000	-25,1
935,6000	-25,1
935,8000	-25,1
936,0000	-25,1
936,2000	-25,1
936,4000	-25,1
936,6000	-25,1
936,8000	-25,1
937,0000	-25,1
937,2000	-25,1
937,4000	-25,1
937,6000	-25,1
937,8000	-25,1
938,0000	-25,1
938,2000	-25,1
938,4000	-25,1
938,6000	-25,1
938,8000	-25,1
939,0000	-25,1
939,2000	-25,1
939,4000	-25,1
939,6000	-25,1
939,8000	-25,1
940,0000	-25,1
940,2000	-25,1
940,4000	-25,1
940,6000	-25,1
940,8000	-25,1
941,0000	-25,1
941,2000	-25,1
941,4000	-25,1
941,6000	-25,1
941,8000	-25,1
942,0000	-25,1
942,2000	-25,1
942,4000	-25,1
942,6000	-25,1
942,8000	-25,1
943,0000	-25,1
943,2000	-25,1
943,4000	-25,1
943,6000	-25,1
943,8000	-25,1
944,0000	-25,1
944,2000	-25,1
944,4000	-25,1
944,6000	-25,1
944,8000	-25,1
945,0000	-25,1
945,2000	-25,1
945,4000	-25,1
945,6000	-25,1
945,8000	-25,1
946,0000	-25,1
946,2000	-25,1
946,4000	-25,1
946,6000	-25,1
946,8000	-25,1
947,0000	-25,1
947,2000	-25,1
947,4000	-25,1
947,6000	-25,1
947,8000	-25,1
948,0000	-25,1
948,2000	-25,1
948,4000	-25,1
948,6000	-25,1
948,8000	-25,1
949,0000	-25,1
949,2000	-25,1
949,4000	-25,1
949,6000	-25,1
949,8000	-25,1
950,0000	-25,1
950,2000	-25,1
950,4000	-25,1
950,6000	-25,1
950,8000	-25,1
951,0000	-25,1
951,2000	-25,1
951,4000	-25,1
951,6000	-25,1
951,8000	-25,1
952,0000	-25,1
952,2000	-25,1
952,4000	-25,1
952,6000	-25,1
952,8000	-25,1
953,0000	-25,1
953,2000	-25,1
953,4000	-25,1
953,6000	-25,1
953,8000	-25,1
954,0000	-25,1
954,2000	-25,1
954,4000	-25,1
954,6000	-25,1
954,8000	-25,1
955,0000	-25,1
955,2000	-25,1
955,4000	-25,1
955,6000	-25,1
955,8000	-25,2
956,0000	-25,1
956,2000	-25,1
956,4000	-25,1
956,6000	-25,1
956,8000	-25,2
957,0000	-25,1
957,2000	-25,1
957,4000	-25,2
957,6000	-25,2
957,8000	-25,2
958,0000	-25,2
958,2000	-25,2
958,4000	-25,2
958,6000	-25,2
958,8000	-25,1
959,0000	-25,2
959,2000	-25,2
959,4000	-25,1
959,6000	-25,2
959,8000	-25,2
960,0000	-25,2
960,2000	-25,1
960,4000	-25,2
960,6000	-25,2
960,8000	-25,2
961,0000	-25,2
961,2000	-25,2
961,4000	-25,2
961,6000	-25,2
961,8000	-25,2
962,0000	-25,2
962,2000	-25,2
962,4000	-25,2
962,6000	-25,2
962,8000	-25,2
963,0000	-25,2
963,2000	-25,2
963,4000	-25,2
963,6000	-25,2
963,8000	-25,2
964,0000	-25,2
964,2000	-25,2
964,4000	-25,2
964,6000	-25,2
964,8000	-25,2
965,0000	-25,2
965,2000	-25,2
965,4000	-25,2
965,6000	-25,2
965,8000	-25,2
966,0000	-25,2
966,2000	-25,2
966,4000	-25,2
966,6000	-25,2
966,8000	-25,2
967,0000	-25,2
967,2000	-25,2
967,4000	-25,2
967,6000	-25,2
967,8000	-25,2
968,0000	-25,2
968,2000	-25,2
968,4000	-25,2
968,6000	-25,2
968,8000	-25,2
969,0000	-25,2
969,2000	-25,2
969,4000	-25,2
969,6000	-25,2
969,8000	-25,2
970,0000	-25,2
970,2000	-25,2
970,4000	-25,2
970,6000	-25,2
970,8000	-25,2
971,0000	-25,2
971,2000	-25,2
971,4000	-25,2
971,6000	-25,2
971,8000	-25,2
972,0000	-25,2
972,2000	-25,2
972,4000	-25,2
972,6000	-25,2
972,8000	-25,2
973,0000	-25,2
973,2000	-25,2
973,4000	-25,2
973,6000	-25,2
973,8000	-25,2
974,0000	-25,2
974,2000	-25,2
974,4000	-25,2
974,6000	-25,2
974,8000	-25,2
975,0000	-25,2
975,2000	-25,2
975,4000	-25,2
975,6000	-25,2
975,8000	-25,2
976,0000	-25,2
976,2000	-25,2
976,4000	-25,2
976,6000	-25,2
976,8000	-25,2
977,0000	-25,2
977,2000	-25,2
977,4000	-25,2
977,6000	-25,2
977,8000	-25,2
978,0000	-25,2
978,2000	-25,2
978,4000	-25,2
978,6000	-25,2
978,8000	-25,2
979,0000	-25,2
979,2000	-25,2
979,4000	-25,2
979,6000	-25,2
979,8000	-25,2
980,0000	-25,2
980,2000	-25,2
980,4000	-25,2
980,6000	-25,2
980,8000	-25,2
981,0000	-25,2
981,2000	-25,2
981,4000	-25,2
981,6000	-25,2
981,8000	-25,2
982,0000	-25,2
982,2000	-25,2
982,4000	-25,2
982,6000	-25,2
982,8000	-25,2
983,0000	-25,2
983,2000	-25,2
983,4000	-25,2
983,6000	-25,2
983,8000	-25,2
984,0000	-25,2
984,2000	-25,2
984,4000	-25,2
984,6000	-25,2
984,8000	-25,2
985,0000	-25,2
985,2000	-25,2
985,4000	-25,2
985,6000	-25,2
985,8000	-25,2
986,0000	-25,2
986,2000	-25,2
986,4000	-25,2
986,6000	-25,2
986,8000	-25,2
987,0000	-25,2
987,2000	-25,2
987,4000	-25,2
987,6000	-25,2
987,8000	-25,2
988,0000	-25,2
988,2000	-25,2
988,4000	-25,2
988,6000	-25,2
988,8000	-25,2
989,0000	-25,2
989,2000	-25,2
989,4000	-25,2
989,6000	-25,2
989,8000	-25,2
990,0000	-25,2
990,2000	-25,2
990,4000	-25,2
990,6000	-25,2
990,8000	-25,2
991,0000	-25,2
991,2000	-25,2
991,4000	-25,2
991,6000	-25,2
991,8000	-25,2
992,0000	-25,2
992,2000	-25,2
992,4000	-25,2
992,6000	-25,2
992,8000	-25,2
993,0000	-25,2
993,2000	-25,2
993,4000	-25,2
993,6000	-25,2
993,8000	-25,2
994,0000	-25,2
994,2000	-25,2
994,4000	-25,2
994,6000	-25,2
994,8000	-25,2
995,0000	-25,2
995,2000	-25,2
995,4000	-25,2
995,6000	-25,2
995,8000	-25,2
996,0000	-25,2
996,2000	-25,2
996,4000	-25,2
996,6000	-25,2
996,8000	-25,2
997,0000	-25,2
997,2000	-25,2
997,4000	-25,2
997,6000	-25,2
997,8000	-25,2
998,0000	-25,2
998,2000	-25,2
998,4000	-25,2
998,6000	-25,2
998,8000	-25,2
999,0000	-25,2
999,2000	-25,2
999,4000	-25,2
999,6000	-25,2
999,8000	-25,2
1000,0000	-25,2
1000,2000	-25,2
1000,4000	-25,2
1000,6000	-25,2
1000,8000	-25,2
1001,0000	-25,2
1001,2000	-25,2
1001,4000	-25,2
1001,6000	-25,2
1001,8000	-25,2
1002,0000	-25,2
1002,2000	-25,2
1002,4000	-25,2
1002,6000	-25,2
1002,8000	-25,2
1003,0000	-25,2
1003,2000	-25,2
1003,4000	-25,2
1003,6000	-25,2
1003,8000	-25,2
1004,0000	-25,2
1004,2000	-25,2
1004,4000	-25,2
1004,6000	-25,2
1004,8000	-25,2
1005,0000	-25,2
1005,2000	-25,2
1005,4000	-25,2
1005,6000	-25,2
1005,8000	-25,2
1006,0000	-25,2
1006,2000	-25,2
1006,4000	-25,2
1006,6000	-25,2
1006,8000	-25,2
1007,0000	-25,2
1007,2000	-25,2
1007,4000	-25,2
1007,6000	-25,2
1007,8000	-25,2
1008,0000	-25,2
1008,2000	-25,3
1008,4000	-25,3
1008,6000	-25,2
1008,8000	-25,2
1009,0000	-25,3
1009,2000	-25,2
1009,4000	-25,2
1009,6000	-25,2
1009,8000	-25,3
1010,0000	-25,2
1010,2000	-25,3
1010,4000	-25,2
1010,6000	-25,2
1010,8000	-25,3
1011,0000	-25,2
1011,2000	-25,2
1011,4000	-25,2
1011,6000	-25,2
1011,8000	-25,3
1012,0000	-25,2
1012,2000	-25,2
1012,4000	-25,3
1012,6000	-25,3
1012,8000	-25,2
1013,0000	-25,3
1013,2000	-25,3
1013,4000	-25,2
1013,6000	-25,3
1013,8000	-25,2
1014,0000	-25,3
1014,2000	-25,3
1014,4000	-25,3
1014,6000	-25,3
1014,8000	-25,3
1015,0000	-25,3
1015,2000	-25,3
1015,4000	-25,3
1015,6000	-25,3
1015,8000	-25,3
1016,0000	-25,3
1016,2000	-25,3
1016,4000	-25,3
1016,6000	-25,3
1016,8000	-25,3
1017,0000	-25,3
1017,2000	-25,3
1017,4000	-25,3
1017,6000	-25,3
1017,8000	-25,3
1018,0000	-25,3
1018,2000	-25,3
1018,4000	-25,3
1018,6000	-25,3
1018,8000	-25,3
1019,0000	-25,3
1019,2000	-25,3
1019,4000	-25,3
1019,6000	-25,3
1019,8000	-25,3
1020,0000	-25,3
1020,2000	-25,3
1020,4000	-25,3
1020,6000	-25,3
1020,8000	-25,3
1021,0000	-25,3
1021,2000	-25,3
1021,4000	-25,3
1021,6000	-25,3
1021,8000	-25,3
1022,0000	-25,3
1022,2000	-25,3
1022,4000	-25,3
1022,6000	-25,3
1022,8000	-25,3
1023,0000	-25,3
1023,2000	-25,3
1023,4000	-25,3
1023,6000	-25,3
1023,8000	-25,3
1024,0000	-25,3
1024,2000	-25,3
1024,4000	-25,3
1024,6000	-25,3
1024,8000	-25,3
1025,0000	-25,3
1025,2000	-25,3
1025,4000	-25,3
1025,6000	-25,3
1025,8000	-25,3
1026,0000	-25,3
1026,2000	-25,3
1026,4000	-25,3
1026,6000	-25,3
1026,8000	-25,3
1027,0000	-25,3
1027,2000	-25,3
1027,4000	-25,3
1027,6000	-25,3
1027,8000	-25,3
1028,0000	-25,3
1028,2000	-25,3
1028,4000	-25,3
1028,6000	-25,3
1028,8000	-25,3
1029,0000	-25,3
1029,2000	-25,3
1029,4000	-25,3
1029,6000	-25,3
1029,8000	-25,3
1030,0000	-25,3
1030,2000	-25,3
1030,4000	-25,3
1030,6000	-25,3
1030,8000	-25,3
1031,0000	-25,3
1031,2000	-25,3
1031,4000	-25,3
1031,6000	-25,3
1031,8000	-25,3
1032,0000	-25,3
1032,2000	-25,3
1032,4000	-25,3
1032,6000	-25,3
1032,8000	-25,3
1033,0000	-25,3
1033,2000	-25,3
1033,4000	-25,3
1033,6000	-25,3
1033,8000	-25,3
1034,0000	-25,3
1034,2000	-25,3
1034,4000	-25,3
1034,6000	-25,3
1034,8000	-25,3
1035,0000	-25,3
1035,2000	-25,3
1035,4000	-25,3
1035,6000	-25,3
1035,8000	-25,3
1036,0000	-25,3
1036,2000	-25,3
1036,4000	-25,3
1036,6000	-25,3
1036,8000	-25,3
1037,0000	-25,3
1037,2000	-25,3
1037,4000	-25,3
1037,6000	-25,3
1037,8000	-25,3
1038,0000	-25,3
1038,2000	-25,3
1038,4000	-25,3
1038,6000	-25,3
1038,8000	-25,3
1039,0000	-25,3
1039,2000	-25,3
1039,4000	-25,3
1039,6000	-25,3
1039,8000	-25,3
1040,0000	-25,3
1040,2000	-25,3
1040,4000	-25,3
1040,6000	-25,3
1040,8000	-25,3
1041,0000	-25,3
1041,2000	-25,3
1041,4000	-25,3
1041,6000	-25,3
1041,8000	-25,3
1042,0000	-25,3
1042,2000	-25,3
1042,4000	-25,3
1042,6000	-25,3
1042,8000	-25,3
1043,0000	-25,3
1043,2000	-25,3
1043,4000	-25,3
1043,6000	-25,3
1043,8000	-25,3
1044,0000	-25,3
1044,2000	-25,3
1044,4000	-25,3
1044,6000	-25,3
1044,8000	-25,3
1045,0000	-25,3
1045,2000	-25,3
1045,4000	-25,3
1045,6000	-25,3
1045,8000	-25,3
1046,0000	-25,3
1046,2000	-25,3
1046,4000	-25,3
1046,6000	-25,3
1046,8000	-25,3
1047,0000	-25,3
1047,2000	-25,3
1047,4000	-25,3
1047,6000	-25,3
1047,8000	-25,3
1048,0000	-25,3
1048,2000	-25,3
1048,4000	-25,3
1048,6000	-25,3
1048,8000	-25,3
1049,0000	-25,3
1049,2000	-25,3
1049,4000	-25,3
1049,6000	-25,3
1049,8000	-25,3
1050,0000	-25,3
1050,2000	-25,3
1050,4000	-25,3
1050,6000	-25,3
1050,8000	-25,3
1051,0000	-25,3
1051,2000	-25,3
1051,4000	-25,3
1051,6000	-25,3
1051,8000	-25,3
1052,0000	-25,3
1052,2000	-25,3
1052,4000	-25,3
1052,6000	-25,3
1052,8000	-25,3
1053,0000	-25,3
1053,2000	-25,3
1053,4000	-25,3
1053,6000	-25,3
1053,8000	-25,3
1054,0000	-25,3
1054,2000	-25,3
1054,4000	-25,3
1054,6000	-25,3
1054,8000	-25,3
1055,0000	-25,3
1055,2000	-25,3
1055,4000	-25,3
1055,6000	-25,3
1055,8000	-25,3
1056,0000	-25,3
1056,2000	-25,3
1056,4000	-25,3
1056,6000	-25,3
1056,8000	-25,3
1057,0000	-25,3
1057,2000	-25,3
1057,4000	-25,3
1057,6000	-25,3
1057,8000	-25,3
1058,0000	-25,3
1058,2000	-25,3
1058,4000	-25,3
1058,6000	-25,3
1058,8000	-25,3
1059,0000	-25,3
1059,2000	-25,3
1059,4000	-25,3
1059,6000	-25,3
1059,8000	-25,3
1060,0000	-25,3
1060,2000	-25,3
1060,4000	-25,3
1060,6000	-25,3
1060,8000	-25,4
1061,0000	-25,3
1061,2000	-25,3
1061,4000	-25,3
1061,6000	-25,3
1061,8000	-25,4
1062,0000	-25,4
1062,2000	-25,3
1062,4000	-25,4
1062,6000	-25,4
1062,8000	-25,4
1063,0000	-25,3
1063,2000	-25,3
1063,4000	-25,3
1063,6000	-25,3
1063,8000	-25,3
1064,0000	-25,4
1064,2000	-25,4
1064,4000	-25,4
1064,6000	-25,4
1064,8000	-25,4
1065,0000	-25,4
1065,2000	-25,4
1065,4000	-25,4
1065,6000	-25,4
1065,8000	-25,4
1066,0000	-25,4
1066,2000	-25,4
1066,4000	-25,4
1066,6000	-25,4
1066,8000	-25,4
1067,0000	-25,4
1067,2000	-25,4
1067,4000	-25,4
1067,6000	-25,4
1067,8000	-25,4
1068,0000	-25,4
1068,2000	-25,4
1068,4000	-25,4
1068,6000	-25,4
1068,8000	-25,4
1069,0000	-25,4
1069,2000	-25,4
1069,4000	-25,4
1069,6000	-25,4
1069,8000	-25,4
1070,0000	-25,4
1070,2000	-25,4
1070,4000	-25,4
1070,6000	-25,4
1070,8000	-25,4
1071,0000	-25,4
1071,2000	-25,4
1071,4000	-25,4
1071,6000	-25,4
1071,8000	-25,4
1072,0000	-25,4
1072,2000	-25,4
1072,4000	-25,4
1072,6000	-25,4
1072,8000	-25,4
1073,0000	-25,4
1073,2000	-25,4
1073,4000	-25,4
1073,6000	-25,4
1073,8000	-25,4
1074,0000	-25,4
1074,2000	-25,4
1074,4000	-25,4
1074,6000	-25,4
1074,8000	-25,4
1075,0000	-25,4
1075,2000	-25,4
1075,4000	-25,4
1075,6000	-25,4
1075,8000	-25,4
1076,0000	-25,4
1076,2000	-25,4
1076,4000	-25,4
1076,6000	-25,4
1076,8000	-25,4
1077,0000	-25,4
1077,2000	-25,4
1077,4000	-25,4
1077,6000	-25,4
1077,8000	-25,4
1078,0000	-25,4
1078,2000	-25,4
1078,4000	-25,4
1078,6000	-25,4
1078,8000	-25,4
1079,0000	-25,4
1079,2000	-25,4
1079,4000	-25,4
1079,6000	-25,4
1079,8000	-25,4
1080,0000	-25,4
1080,2000	-25,4
1080,4000	-25,4
1080,6000	-25,4
1080,8000	-25,4
1081,0000	-25,4
1081,2000	-25,4
1081,4000	-25,4
1081,6000	-25,4
1081,8000	-25,4
1082,0000	-25,4
1082,2000	-25,4
1082,4000	-25,4
1082,6000	-25,4
1082,8000	-25,4
1083,0000	-25,4
1083,2000	-25,4
1083,4000	-25,4
1083,6000	-25,4
1083,8000	-25,4
1084,0000	-25,4
1084,2000	-25,4
1084,4000	-25,4
1084,6000	-25,4
1084,8000	-25,4
1085,0000	-25,4
1085,2000	-25,4
1085,4000	-25,4
1085,6000	-25,4
1085,8000	-25,4
1086,0000	-25,4
1086,2000	-25,4
1086,4000	-25,4
1086,6000	-25,4
1086,8000	-25,4
1087,0000	-25,4
1087,2000	-25,4
1087,4000	-25,4
1087,6000	-25,4
1087,8000	-25,4
1088,0000	-25,4
1088,2000	-25,4
1088,4000	-25,4
1088,6000	-25,4
1088,8000	-25,4
1089,0000	-25,4
1089,2000	-25,4
1089,4000	-25,4
1089,6000	-25,4
1089,8000	-25,4
1090,0000	-25,4
1090,2000	-25,4
1090,4000	-25,4
1090,6000	-25,4
1090,8000	-25,4
1091,0000	-25,4
1091,2000	-25,4
1091,4000	-25,4
1091,6000	-25,4
1091,8000	-25,4
1092,0000	-25,4
1092,2000	-25,4
1092,4000	-25,4
1092,6000	-25,4
1092,8000	-25,4
1093,0000	-25,4
1093,2000	-25,4
1093,4000	-25,4
1093,6000	-25,4
1093,8000	-25,4
1094,0000	-25,4
1094,2000	-25,4
1094,4000	-25,4
1094,6000	-25,4
1094,8000	-25,4
1095,0000	-25,4
1095,2000	-25,4
1095,4000	-25,4
1095,6000	-25,4
1095,8000	-25,4
1096,0000	-25,4
1096,2000	-25,4
1096,4000	-25,4
1096,6000	-25,4
1096,8000	-25,4
1097,0000	-25,4
1097,2000	-25,4
1097,4000	-25,4
1097,6000	-25,4
1097,8000	-25,4
1098,0000	-25,4
1098,2000	-25,4
1098,4000	-25,4
1098,6000	-25,4
1098,8000	-25,4
1099,0000	-25,4
1099,2000	-25,4
1099,4000	-25,4
1099,6000	-25,4
1099,8000	-25,4
1100,0000	-25,4
1100,2000	-25,4
1100,4000	-25,4
1100,6000	-25,4
1100,8000	-25,4
1101,0000	-25,4
1101,2000	-25,4
1101,4000	-25,4
1101,6000	-25,4
1101,8000	-25,4
1102,0000	-25,4
1102,2000	-25,4
1102,4000	-25,4
1102,6000	-25,4
1102,8000	-25,4
1103,0000	-25,4
1103,2000	-25,4
1103,4000	-25,4
1103,6000	-25,4
1103,8000	-25,4
1104,0000	-25,4
1104,2000	-25,4
1104,4000	-25,4
1104,6000	-25,4
1104,8000	-25,4
1105,0000	-25,4
1105,2000	-25,4
1105,4000	-25,4
1105,6000	-25,4
1105,8000	-25,4
1106,0000	-25,4
1106,2000	-25,4
1106,4000	-25,4
1106,6000	-25,4
1106,8000	-25,4
1107,0000	-25,4
1107,2000	-25,4
1107,4000	-25,4
1107,6000	-25,4
1107,8000	-25,4
1108,0000	-25,4
1108,2000	-25,4
1108,4000	-25,4
1108,6000	-25,4
1108,8000	-25,4
1109,0000	-25,4
1109,2000	-25,4
1109,4000	-25,4
1109,6000	-25,4
1109,8000	-25,4
1110,0000	-25,4
1110,2000	-25,4
1110,4000	-25,4
1110,6000	-25,4
1110,8000	-25,4
1111,0000	-25,4
1111,2000	-25,4
1111,4000	-25,4
1111,6000	-25,4
1111,8000	-25,4
1112,0000	-25,4
1112,2000	-25,4
1112,4000	-25,4
1112,6000	-25,4
1112,8000	-25,4
1113,0000	-25,4
1113,2000	-25,4
1113,4000	-25,4
1113,6000	-25,4
1113,8000	-25,4
1114,0000	-25,4
1114,2000	-25,4
1114,4000	-25,4
1114,6000	-25,4
1114,8000	-25,4
1115,0000	-25,4
1115,2000	-25,4
1115,4000	-25,4
1115,6000	-25,4
1115,8000	-25,4
1116,0000	-25,4
1116,2000	-25,4
1116,4000	-25,4
1116,6000	-25,4
1116,8000	-25,4
1117,0000	-25,4
1117,2000	-25,4
1117,4000	-25,4
1117,6000	-25,4
1117,8000	-25,4
1118,0000	-25,4
1118,2000	-25,4
1118,4000	-25,4
1118,6000	-25,4
1118,8000	-25,4
1119,0000	-25,4
1119,2000	-25,4
1119,4000	-25,4
1119,6000	-25,4
1119,8000	-25,4
1120,0000	-25,4
1120,2000	-25,4
1120,4000	-25,4
1120,6000	-25,4
1120,8000	-25,4
1121,0000	-25,4
1121,2000	-25,4
1121,4000	-25,4
1121,6000	-25,4
1121,8000	-25,4
1122,0000	-25,4
1122,2000	-25,4
1122,4000	-25,4
1122,6000	-25,4
1122,8000	-25,4
1123,0000	-25,4
1123,2000	-25,4
1123,4000	-25,4
1123,6000	-25,4
1123,8000	-25,4
1124,0000	-25,4
1124,2000	-25,4
1124,4000	-25,4
1124,6000	-25,4
1124,8000	-25,4
1125,0000	-25,4
1125,2000	-25,4
1125,4000	-25,4
1125,6000	-25,4
1125,8000	-25,4
1126,0000	-25,4
1126,2000	-25,4
1126,4000	-25,4
1126,6000	-25,4
1126,8000	-25,4
1127,0000	-25,4
1127,2000	-25,4
1127,4000	-25,4
1127,6000	-25,4
1127,8000	-25,4
1128,0000	-25,4
1128,2000	-25,4
1128,4000	-25,4
1128,6000	-25,4
1128,8000	-25,4
1129,0000	-25,4
1129,2000	-25,4
1129,4000	-25,4
1129,6000	-25,4
1129,8000	-25,4
1130,0000	-25,4
1130,2000	-25,4
1130,4000	-25,4
1130,6000	-25,4
1130,8000	-25,4
1131,0000	-25,4
1131,2000	-25,4
1131,4000	-25,4
1131,6000	-25,4
1131,8000	-25,4
1132,0000	-25,4
1132,2000	-25,4
1132,4000	-25,4
1132,6000	-25,4
1132,8000	-25,4
1133,0000	-25,4
1133,2000	-25,4
1133,4000	-25,4
1133,6000	-25,4
1133,8000	-25,4
1134,0000	-25,4
1134,2000	-25,4
1134,4000	-25,4
1134,6000	-25,4
1134,8000	-25,4
1135,0000	-25,4
1135,2000	-25,4
1135,4000	-25,4
1135,6000	-25,4
1135,8000	-25,4
1136,0000	-25,4
1136,2000	-25,4
1136,4000	-25,4
1136,6000	-25,4
1136,8000	-25,4
1137,0000	-25,4
1137,2000	-25,4
1137,4000	-25,4
1137,6000	-25,4
1137,8000	-25,4
1138,0000	-25,4
1138,2000	-25,4
1138,4000	-25,4
1138,6000	-25,4
