Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
303,2000	0,4
303,4000	0,4
303,6000	0,4
303,8000	0,4
304,0000	0,4
304,2000	0,4
304,4000	0,4
304,6000	0,4
304,8000	0,4
305,0000	0,4
305,2000	0,4
305,4000	0,4
305,6000	0,4
305,8000	0,4
306,0000	0,4
306,2000	0,4
306,4000	0,4
306,6000	0,4
306,8000	0,4
307,0000	0,4
307,2000	0,4
307,4000	0,4
307,6000	0,4
307,8000	0,4
308,0000	0,4
308,2000	0,4
308,4000	0,4
308,6000	0,4
308,8000	0,4
309,0000	0,4
309,2000	0,4
309,4000	0,4
309,6000	0,4
309,8000	0,4
310,0000	0,4
310,2000	0,4
310,4000	0,4
310,6000	0,4
310,8000	0,4
311,0000	0,4
311,2000	0,4
311,4000	0,4
311,6000	0,4
311,8000	0,4
312,0000	0,4
312,2000	0,4
312,4000	0,4
312,6000	0,4
312,8000	0,4
313,0000	0,4
313,2000	0,4
313,4000	0,4
313,6000	0,4
313,8000	0,4
314,0000	0,4
314,2000	0,4
314,4000	0,4
314,6000	0,4
314,8000	0,4
315,0000	0,4
315,2000	0,4
315,4000	0,4
315,6000	0,4
315,8000	0,4
316,0000	0,4
316,2000	0,4
316,4000	0,4
316,6000	0,4
316,8000	0,4
317,0000	0,4
317,2000	0,4
317,4000	0,4
317,6000	0,4
317,8000	0,4
318,0000	0,4
318,2000	0,4
318,4000	0,4
318,6000	0,4
318,8000	0,4
319,0000	0,4
319,2000	0,4
319,4000	0,4
319,6000	0,4
319,8000	0,4
320,0000	0,4
320,2000	0,4
320,4000	0,4
320,6000	0,4
320,8000	0,4
321,0000	0,4
321,2000	0,4
321,4000	0,4
321,6000	0,4
321,8000	0,4
322,0000	0,4
322,2000	0,4
322,4000	0,4
322,6000	0,4
322,8000	0,4
323,0000	0,4
323,2000	0,4
323,4000	0,4
323,6000	0,4
323,8000	0,4
324,0000	0,4
324,2000	0,4
324,4000	0,4
324,6000	0,4
324,8000	0,4
325,0000	0,4
325,2000	0,4
325,4000	0,4
325,6000	0,4
325,8000	0,4
326,0000	0,4
326,2000	0,4
326,4000	0,4
326,6000	0,4
326,8000	0,4
327,0000	0,4
327,2000	0,4
327,4000	0,4
327,6000	0,4
327,8000	0,4
328,0000	0,4
328,2000	0,4
328,4000	0,4
328,6000	0,4
328,8000	0,4
329,0000	0,4
329,2000	0,4
329,4000	0,4
329,6000	0,4
329,8000	0,4
330,0000	0,4
330,2000	0,4
330,4000	0,4
330,6000	0,4
330,8000	0,4
331,0000	0,4
331,2000	0,4
331,4000	0,4
331,6000	0,4
331,8000	0,4
332,0000	0,4
332,2000	0,4
332,4000	0,4
332,6000	0,4
332,8000	0,4
333,0000	0,4
333,2000	0,4
333,4000	0,4
333,6000	0,4
333,8000	0,4
334,0000	0,4
334,2000	0,4
334,4000	0,4
334,6000	0,4
334,8000	0,4
335,0000	0,4
335,2000	0,4
335,4000	0,4
335,6000	0,4
335,8000	0,4
336,0000	0,4
336,2000	0,4
336,4000	0,4
336,6000	0,4
336,8000	0,4
337,0000	0,4
337,2000	0,4
337,4000	0,4
337,6000	0,4
337,8000	0,4
338,0000	0,4
338,2000	0,4
338,4000	0,4
338,6000	0,4
338,8000	0,4
339,0000	0,4
339,2000	0,4
339,4000	0,4
339,6000	0,4
339,8000	0,4
340,0000	0,4
340,2000	0,4
340,4000	0,4
340,6000	0,4
340,8000	0,4
341,0000	0,4
341,2000	0,4
341,4000	0,4
341,6000	0,4
341,8000	0,4
342,0000	0,4
342,2000	0,4
342,4000	0,4
342,6000	0,4
342,8000	0,4
343,0000	0,4
343,2000	0,4
343,4000	0,4
343,6000	0,4
343,8000	0,4
344,0000	0,4
344,2000	0,4
344,4000	0,4
344,6000	0,4
344,8000	0,4
345,0000	0,4
345,2000	0,4
345,4000	0,4
345,6000	0,4
345,8000	0,4
346,0000	0,4
346,2000	0,4
346,4000	0,4
346,6000	0,4
346,8000	0,4
347,0000	0,4
347,2000	0,4
347,4000	0,4
347,6000	0,4
347,8000	0,4
348,0000	0,4
348,2000	0,4
348,4000	0,4
348,6000	0,4
348,8000	0,4
349,0000	0,4
349,2000	0,4
349,4000	0,4
349,6000	0,4
349,8000	0,4
350,0000	0,4
350,2000	0,4
350,4000	0,4
350,6000	0,4
350,8000	0,4
351,0000	0,4
351,2000	0,4
351,4000	0,4
351,6000	0,4
351,8000	0,4
352,0000	0,4
352,2000	0,4
352,4000	0,4
352,6000	0,4
352,8000	0,4
353,0000	0,4
353,2000	0,4
353,4000	0,4
353,6000	0,4
353,8000	0,4
354,0000	0,4
354,2000	0,4
354,4000	0,4
354,6000	0,4
354,8000	0,4
355,0000	0,4
355,2000	0,4
355,4000	0,4
355,6000	0,4
355,8000	0,4
356,0000	0,4
356,2000	0,4
356,4000	0,4
356,6000	0,4
356,8000	0,4
357,0000	0,4
357,2000	0,4
357,4000	0,4
357,6000	0,4
357,8000	0,4
358,0000	0,4
358,2000	0,4
358,4000	0,4
358,6000	0,4
358,8000	0,4
359,0000	0,4
359,2000	0,4
359,4000	0,4
359,6000	0,4
359,8000	0,4
360,0000	0,4
360,2000	0,4
360,4000	0,4
360,6000	0,4
360,8000	0,4
361,0000	0,4
361,2000	0,4
361,4000	0,4
361,6000	0,4
361,8000	0,4
362,0000	0,4
362,2000	0,4
362,4000	0,4
362,6000	0,4
362,8000	0,4
363,0000	0,4
363,2000	0,4
363,4000	0,4
363,6000	0,4
363,8000	0,4
364,0000	0,4
364,2000	0,4
364,4000	0,4
364,6000	0,4
364,8000	0,4
365,0000	0,4
365,2000	0,4
365,4000	0,4
365,6000	0,4
365,8000	0,4
366,0000	0,4
366,2000	0,4
366,4000	0,4
366,6000	0,4
366,8000	0,4
367,0000	0,4
367,2000	0,4
367,4000	0,4
367,6000	0,4
367,8000	0,4
368,0000	0,4
368,2000	0,4
368,4000	0,4
368,6000	0,4
368,8000	0,4
369,0000	0,4
369,2000	0,4
369,4000	0,4
369,6000	0,4
369,8000	0,4
370,0000	0,4
370,2000	0,4
370,4000	0,4
370,6000	0,4
370,8000	0,4
371,0000	0,4
371,2000	0,4
371,4000	0,4
371,6000	0,4
371,8000	0,4
372,0000	0,4
372,2000	0,4
372,4000	0,4
372,6000	0,4
372,8000	0,4
373,0000	0,4
373,2000	0,4
373,4000	0,4
373,6000	0,4
373,8000	0,4
374,0000	0,4
374,2000	0,4
374,4000	0,4
374,6000	0,4
374,8000	0,4
375,0000	0,4
375,2000	0,4
375,4000	0,4
375,6000	0,4
375,8000	0,4
376,0000	0,4
376,2000	0,4
376,4000	0,4
376,6000	0,4
376,8000	0,4
377,0000	0,4
377,2000	0,4
377,4000	0,4
377,6000	0,4
377,8000	0,4
378,0000	0,4
378,2000	0,4
378,4000	0,4
378,6000	0,4
378,8000	0,4
379,0000	0,4
379,2000	0,4
379,4000	0,4
379,6000	0,4
379,8000	0,4
380,0000	0,4
380,2000	0,4
380,4000	0,4
380,6000	0,4
380,8000	0,4
381,0000	0,4
381,2000	0,4
381,4000	0,4
381,6000	0,4
381,8000	0,4
382,0000	0,4
382,2000	0,4
382,4000	0,4
382,6000	0,4
382,8000	0,4
383,0000	0,4
383,2000	0,4
383,4000	0,4
383,6000	0,4
383,8000	0,4
384,0000	0,4
384,2000	0,4
384,4000	0,4
384,6000	0,4
384,8000	0,4
385,0000	0,4
385,2000	0,4
385,4000	0,4
385,6000	0,3
385,8000	0,3
386,0000	0,3
386,2000	0,3
386,4000	0,3
386,6000	0,3
386,8000	0,3
387,0000	0,3
387,2000	0,3
387,4000	0,3
387,6000	0,3
387,8000	0,3
388,0000	0,3
388,2000	0,3
388,4000	0,3
388,6000	0,3
388,8000	0,3
389,0000	0,3
389,2000	0,3
389,4000	0,3
389,6000	0,3
389,8000	0,3
390,0000	0,3
390,2000	0,3
390,4000	0,3
390,6000	0,3
390,8000	0,3
391,0000	0,3
391,2000	0,3
391,4000	0,3
391,6000	0,3
391,8000	0,3
392,0000	0,3
392,2000	0,3
392,4000	0,3
392,6000	0,3
392,8000	0,3
393,0000	0,3
393,2000	0,3
393,4000	0,3
393,6000	0,3
393,8000	0,3
394,0000	0,3
394,2000	0,3
394,4000	0,3
394,6000	0,3
394,8000	0,3
395,0000	0,3
395,2000	0,3
395,4000	0,3
395,6000	0,3
395,8000	0,3
396,0000	0,3
396,2000	0,3
396,4000	0,3
396,6000	0,3
396,8000	0,3
397,0000	0,3
397,2000	0,3
397,4000	0,3
397,6000	0,3
397,8000	0,3
398,0000	0,3
398,2000	0,3
398,4000	0,3
398,6000	0,3
398,8000	0,3
399,0000	0,3
399,2000	0,3
399,4000	0,3
399,6000	0,3
399,8000	0,3
400,0000	0,3
400,2000	0,3
400,4000	0,3
400,6000	0,3
400,8000	0,3
401,0000	0,2
401,2000	0,2
401,4000	0,2
401,6000	0,2
401,8000	0,2
402,0000	0,2
402,2000	0,2
402,4000	0,2
402,6000	0,2
402,8000	0,2
403,0000	0,2
403,2000	0,2
403,4000	0,2
403,6000	0,2
403,8000	0,2
404,0000	0,2
404,2000	0,2
404,4000	0,2
404,6000	0,2
404,8000	0,2
405,0000	0,2
405,2000	0,2
405,4000	0,2
405,6000	0,2
405,8000	0,2
406,0000	0,2
406,2000	0,2
406,4000	0,2
406,6000	0,2
406,8000	0,2
407,0000	0,2
407,2000	0,2
407,4000	0,2
407,6000	0,2
407,8000	0,2
408,0000	0,2
408,2000	0,2
408,4000	0,2
408,6000	0,2
408,8000	0,2
409,0000	0,2
409,2000	0,1
409,4000	0,1
409,6000	0,1
409,8000	0,1
410,0000	0,1
410,2000	0,1
410,4000	0,1
410,6000	0,1
410,8000	0,1
411,0000	0,1
411,2000	0,1
411,4000	0,1
411,6000	0,1
411,8000	0,1
412,0000	0,1
412,2000	0,1
412,4000	0,1
412,6000	0,1
412,8000	0,1
413,0000	0,1
413,2000	0,1
413,4000	0,1
413,6000	0,1
413,8000	0,1
414,0000	0,1
414,2000	0,1
414,4000	0,1
414,6000	0,1
414,8000	0,1
415,0000	0,1
415,2000	0,0
415,4000	0,0
415,6000	0,0
415,8000	0,0
416,0000	0,0
416,2000	0,0
416,4000	0,0
416,6000	0,0
416,8000	0,0
417,0000	0,0
417,2000	0,0
417,4000	0,0
417,6000	0,0
417,8000	0,0
418,0000	0,0
418,2000	0,0
418,4000	0,0
418,6000	0,0
418,8000	0,0
419,0000	0,0
419,2000	0,0
419,4000	0,0
419,6000	0,0
419,8000	0,0
420,0000	0,0
420,2000	0,0
420,4000	0,0
420,6000	-0,1
420,8000	-0,1
421,0000	-0,1
421,2000	-0,1
421,4000	-0,1
421,6000	-0,1
421,8000	-0,1
422,0000	-0,1
422,2000	-0,1
422,4000	-0,1
422,6000	-0,1
422,8000	-0,1
423,0000	-0,1
423,2000	-0,1
423,4000	-0,1
423,6000	-0,1
423,8000	-0,1
424,0000	-0,1
424,2000	-0,1
424,4000	-0,1
424,6000	-0,1
424,8000	-0,1
425,0000	-0,1
425,2000	-0,2
425,4000	-0,2
425,6000	-0,2
425,8000	-0,2
426,0000	-0,2
426,2000	-0,2
426,4000	-0,2
426,6000	-0,2
426,8000	-0,2
427,0000	-0,2
427,2000	-0,2
427,4000	-0,2
427,6000	-0,2
427,8000	-0,2
428,0000	-0,2
428,2000	-0,2
428,4000	-0,2
428,6000	-0,2
428,8000	-0,2
429,0000	-0,2
429,2000	-0,2
429,4000	-0,3
429,6000	-0,3
429,8000	-0,3
430,0000	-0,3
430,2000	-0,3
430,4000	-0,3
430,6000	-0,3
430,8000	-0,3
431,0000	-0,3
431,2000	-0,3
431,4000	-0,3
431,6000	-0,3
431,8000	-0,3
432,0000	-0,3
432,2000	-0,3
432,4000	-0,3
432,6000	-0,3
432,8000	-0,3
433,0000	-0,4
433,2000	-0,4
433,4000	-0,4
433,6000	-0,4
433,8000	-0,4
434,0000	-0,4
434,2000	-0,4
434,4000	-0,4
434,6000	-0,4
434,8000	-0,4
435,0000	-0,4
435,2000	-0,4
435,4000	-0,4
435,6000	-0,4
435,8000	-0,4
436,0000	-0,4
436,2000	-0,4
436,4000	-0,4
436,6000	-0,4
436,8000	-0,5
437,0000	-0,5
437,2000	-0,5
437,4000	-0,5
437,6000	-0,5
437,8000	-0,5
438,0000	-0,5
438,2000	-0,5
438,4000	-0,5
438,6000	-0,5
438,8000	-0,5
439,0000	-0,5
439,2000	-0,5
439,4000	-0,5
439,6000	-0,5
439,8000	-0,5
440,0000	-0,5
440,2000	-0,6
440,4000	-0,6
440,6000	-0,6
440,8000	-0,6
441,0000	-0,6
441,2000	-0,6
441,4000	-0,6
441,6000	-0,6
441,8000	-0,6
442,0000	-0,6
442,2000	-0,6
442,4000	-0,6
442,6000	-0,6
442,8000	-0,6
443,0000	-0,6
443,2000	-0,6
443,4000	-0,7
443,6000	-0,7
443,8000	-0,7
444,0000	-0,7
444,2000	-0,7
444,4000	-0,7
444,6000	-0,7
444,8000	-0,7
445,0000	-0,7
445,2000	-0,7
445,4000	-0,7
445,6000	-0,7
445,8000	-0,7
446,0000	-0,7
446,2000	-0,7
446,4000	-0,8
446,6000	-0,8
446,8000	-0,8
447,0000	-0,8
447,2000	-0,8
447,4000	-0,8
447,6000	-0,8
447,8000	-0,8
448,0000	-0,8
448,2000	-0,8
448,4000	-0,8
448,6000	-0,8
448,8000	-0,8
449,0000	-0,9
449,2000	-0,9
449,4000	-0,9
449,6000	-0,9
449,8000	-0,9
450,0000	-0,9
450,2000	-0,9
450,4000	-0,9
450,6000	-0,9
450,8000	-0,9
451,0000	-0,9
451,2000	-0,9
451,4000	-0,9
451,6000	-0,9
451,8000	-0,9
452,0000	-1,0
452,2000	-1,0
452,4000	-1,0
452,6000	-1,0
452,8000	-1,0
453,0000	-1,0
453,2000	-1,0
453,4000	-1,0
453,6000	-1,0
453,8000	-1,0
454,0000	-1,0
454,2000	-1,0
454,4000	-1,0
454,6000	-1,0
454,8000	-1,1
455,0000	-1,1
455,2000	-1,1
455,4000	-1,1
455,6000	-1,1
455,8000	-1,1
456,0000	-1,1
456,2000	-1,1
456,4000	-1,1
456,6000	-1,1
456,8000	-1,1
457,0000	-1,1
457,2000	-1,2
457,4000	-1,2
457,6000	-1,2
457,8000	-1,2
458,0000	-1,2
458,2000	-1,2
458,4000	-1,2
458,6000	-1,2
458,8000	-1,2
459,0000	-1,2
459,2000	-1,2
459,4000	-1,2
459,6000	-1,3
459,8000	-1,3
460,0000	-1,3
460,2000	-1,3
460,4000	-1,3
460,6000	-1,3
460,8000	-1,3
461,0000	-1,3
461,2000	-1,3
461,4000	-1,3
461,6000	-1,3
461,8000	-1,3
462,0000	-1,4
462,2000	-1,4
462,4000	-1,4
462,6000	-1,4
462,8000	-1,4
463,0000	-1,4
463,2000	-1,4
463,4000	-1,4
463,6000	-1,4
463,8000	-1,4
464,0000	-1,4
464,2000	-1,4
464,4000	-1,5
464,6000	-1,5
464,8000	-1,5
465,0000	-1,5
465,2000	-1,5
465,4000	-1,5
465,6000	-1,5
465,8000	-1,5
466,0000	-1,5
466,2000	-1,5
466,4000	-1,5
466,6000	-1,6
466,8000	-1,6
467,0000	-1,6
467,2000	-1,6
467,4000	-1,6
467,6000	-1,6
467,8000	-1,6
468,0000	-1,6
468,2000	-1,6
468,4000	-1,6
468,6000	-1,6
468,8000	-1,7
469,0000	-1,7
469,2000	-1,7
469,4000	-1,7
469,6000	-1,7
469,8000	-1,7
470,0000	-1,7
470,2000	-1,7
470,4000	-1,7
470,6000	-1,7
470,8000	-1,8
471,0000	-1,8
471,2000	-1,8
471,4000	-1,8
471,6000	-1,8
471,8000	-1,8
472,0000	-1,8
472,2000	-1,8
472,4000	-1,8
472,6000	-1,8
472,8000	-1,9
473,0000	-1,9
473,2000	-1,9
473,4000	-1,9
473,6000	-1,9
473,8000	-1,9
474,0000	-1,9
474,2000	-1,9
474,4000	-1,9
474,6000	-1,9
474,8000	-2,0
475,0000	-2,0
475,2000	-2,0
475,4000	-2,0
475,6000	-2,0
475,8000	-2,0
476,0000	-2,0
476,2000	-2,0
476,4000	-2,0
476,6000	-2,0
476,8000	-2,1
477,0000	-2,1
477,2000	-2,1
477,4000	-2,1
477,6000	-2,1
477,8000	-2,1
478,0000	-2,1
478,2000	-2,1
478,4000	-2,1
478,6000	-2,2
478,8000	-2,2
479,0000	-2,2
479,2000	-2,2
479,4000	-2,2
479,6000	-2,2
479,8000	-2,2
480,0000	-2,2
480,2000	-2,2
480,4000	-2,2
480,6000	-2,3
480,8000	-2,3
481,0000	-2,3
481,2000	-2,3
481,4000	-2,3
481,6000	-2,3
481,8000	-2,3
482,0000	-2,3
482,2000	-2,3
482,4000	-2,4
482,6000	-2,4
482,8000	-2,4
483,0000	-2,4
483,2000	-2,4
483,4000	-2,4
483,6000	-2,4
483,8000	-2,4
484,0000	-2,5
484,2000	-2,5
484,4000	-2,5
484,6000	-2,5
484,8000	-2,5
485,0000	-2,5
485,2000	-2,5
485,4000	-2,5
485,6000	-2,5
485,8000	-2,6
486,0000	-2,6
486,2000	-2,6
486,4000	-2,6
486,6000	-2,6
486,8000	-2,6
487,0000	-2,6
487,2000	-2,6
487,4000	-2,7
487,6000	-2,7
487,8000	-2,7
488,0000	-2,7
488,2000	-2,7
488,4000	-2,7
488,6000	-2,7
488,8000	-2,7
489,0000	-2,8
489,2000	-2,8
489,4000	-2,8
489,6000	-2,8
489,8000	-2,8
490,0000	-2,8
490,2000	-2,8
490,4000	-2,8
490,6000	-2,8
490,8000	-2,9
491,0000	-2,9
491,2000	-2,9
491,4000	-2,9
491,6000	-2,9
491,8000	-2,9
492,0000	-2,9
492,2000	-2,9
492,4000	-3,0
492,6000	-3,0
492,8000	-3,0
493,0000	-3,0
493,2000	-3,0
493,4000	-3,0
493,6000	-3,0
493,8000	-3,0
494,0000	-3,1
494,2000	-3,1
494,4000	-3,1
494,6000	-3,1
494,8000	-3,1
495,0000	-3,1
495,2000	-3,1
495,4000	-3,1
495,6000	-3,2
495,8000	-3,2
496,0000	-3,2
496,2000	-3,2
496,4000	-3,2
496,6000	-3,2
496,8000	-3,2
497,0000	-3,3
497,2000	-3,3
497,4000	-3,3
497,6000	-3,3
497,8000	-3,3
498,0000	-3,3
498,2000	-3,3
498,4000	-3,4
498,6000	-3,4
498,8000	-3,4
499,0000	-3,4
499,2000	-3,4
499,4000	-3,4
499,6000	-3,4
499,8000	-3,4
500,0000	-3,5
500,2000	-3,5
500,4000	-3,5
500,6000	-3,5
500,8000	-3,5
501,0000	-3,5
501,2000	-3,6
501,4000	-3,6
501,6000	-3,6
501,8000	-3,6
502,0000	-3,6
502,2000	-3,6
502,4000	-3,6
502,6000	-3,7
502,8000	-3,7
503,0000	-3,7
503,2000	-3,7
503,4000	-3,7
503,6000	-3,7
503,8000	-3,7
504,0000	-3,8
504,2000	-3,8
504,4000	-3,8
504,6000	-3,8
504,8000	-3,8
505,0000	-3,8
505,2000	-3,9
505,4000	-3,9
505,6000	-3,9
505,8000	-3,9
506,0000	-3,9
506,2000	-3,9
506,4000	-3,9
506,6000	-4,0
506,8000	-4,0
507,0000	-4,0
507,2000	-4,0
507,4000	-4,0
507,6000	-4,0
507,8000	-4,1
508,0000	-4,1
508,2000	-4,1
508,4000	-4,1
508,6000	-4,1
508,8000	-4,1
509,0000	-4,2
509,2000	-4,2
509,4000	-4,2
509,6000	-4,2
509,8000	-4,2
510,0000	-4,2
510,2000	-4,3
510,4000	-4,3
510,6000	-4,3
510,8000	-4,3
511,0000	-4,3
511,2000	-4,4
511,4000	-4,4
511,6000	-4,4
511,8000	-4,4
512,0000	-4,4
512,2000	-4,5
512,4000	-4,5
512,6000	-4,5
512,8000	-4,5
513,0000	-4,5
513,2000	-4,5
513,4000	-4,6
513,6000	-4,6
513,8000	-4,6
514,0000	-4,6
514,2000	-4,6
514,4000	-4,7
514,6000	-4,7
514,8000	-4,7
515,0000	-4,7
515,2000	-4,7
515,4000	-4,8
515,6000	-4,8
515,8000	-4,8
516,0000	-4,8
516,2000	-4,9
516,4000	-4,9
516,6000	-4,9
516,8000	-4,9
517,0000	-4,9
517,2000	-5,0
517,4000	-5,0
517,6000	-5,0
517,8000	-5,0
518,0000	-5,0
518,2000	-5,1
518,4000	-5,1
518,6000	-5,1
518,8000	-5,1
519,0000	-5,1
519,2000	-5,2
519,4000	-5,2
519,6000	-5,2
519,8000	-5,2
520,0000	-5,3
520,2000	-5,3
520,4000	-5,3
520,6000	-5,3
520,8000	-5,3
521,0000	-5,4
521,2000	-5,4
521,4000	-5,4
521,6000	-5,4
521,8000	-5,4
522,0000	-5,5
522,2000	-5,5
522,4000	-5,5
522,6000	-5,5
522,8000	-5,6
523,0000	-5,6
523,2000	-5,6
523,4000	-5,6
523,6000	-5,6
523,8000	-5,7
524,0000	-5,7
524,2000	-5,7
524,4000	-5,7
524,6000	-5,8
524,8000	-5,8
525,0000	-5,8
525,2000	-5,8
525,4000	-5,8
525,6000	-5,9
525,8000	-5,9
526,0000	-5,9
526,2000	-5,9
526,4000	-6,0
526,6000	-6,0
526,8000	-6,0
527,0000	-6,0
527,2000	-6,0
527,4000	-6,1
527,6000	-6,1
527,8000	-6,1
528,0000	-6,1
528,2000	-6,2
528,4000	-6,2
528,6000	-6,2
528,8000	-6,2
529,0000	-6,2
529,2000	-6,3
529,4000	-6,3
529,6000	-6,3
529,8000	-6,3
530,0000	-6,4
530,2000	-6,4
530,4000	-6,4
530,6000	-6,4
530,8000	-6,5
531,0000	-6,5
531,2000	-6,5
531,4000	-6,5
531,6000	-6,5
531,8000	-6,6
532,0000	-6,6
532,2000	-6,6
532,4000	-6,6
532,6000	-6,7
532,8000	-6,7
533,0000	-6,7
533,2000	-6,7
533,4000	-6,8
533,6000	-6,8
533,8000	-6,8
534,0000	-6,8
534,2000	-6,9
534,4000	-6,9
534,6000	-6,9
534,8000	-6,9
535,0000	-7,0
535,2000	-7,0
535,4000	-7,0
535,6000	-7,0
535,8000	-7,1
536,0000	-7,1
536,2000	-7,1
536,4000	-7,1
536,6000	-7,2
536,8000	-7,2
537,0000	-7,2
537,2000	-7,2
537,4000	-7,3
537,6000	-7,3
537,8000	-7,3
538,0000	-7,3
538,2000	-7,4
538,4000	-7,4
538,6000	-7,4
538,8000	-7,4
539,0000	-7,5
539,2000	-7,5
539,4000	-7,5
539,6000	-7,5
539,8000	-7,6
540,0000	-7,6
540,2000	-7,6
540,4000	-7,6
540,6000	-7,7
540,8000	-7,7
541,0000	-7,7
541,2000	-7,7
541,4000	-7,8
541,6000	-7,8
541,8000	-7,8
542,0000	-7,8
542,2000	-7,9
542,4000	-7,9
542,6000	-7,9
542,8000	-7,9
543,0000	-8,0
543,2000	-8,0
543,4000	-8,0
543,6000	-8,1
543,8000	-8,1
544,0000	-8,1
544,2000	-8,1
544,4000	-8,2
544,6000	-8,2
544,8000	-8,2
545,0000	-8,2
545,2000	-8,3
545,4000	-8,3
545,6000	-8,3
545,8000	-8,3
546,0000	-8,4
546,2000	-8,4
546,4000	-8,4
546,6000	-8,4
546,8000	-8,5
547,0000	-8,5
547,2000	-8,5
547,4000	-8,6
547,6000	-8,6
547,8000	-8,6
548,0000	-8,6
548,2000	-8,7
548,4000	-8,7
548,6000	-8,7
548,8000	-8,8
549,0000	-8,8
549,2000	-8,8
549,4000	-8,8
549,6000	-8,9
549,8000	-8,9
550,0000	-8,9
550,2000	-8,9
550,4000	-9,0
550,6000	-9,0
550,8000	-9,0
551,0000	-9,1
551,2000	-9,1
551,4000	-9,1
551,6000	-9,2
551,8000	-9,2
552,0000	-9,2
552,2000	-9,2
552,4000	-9,3
552,6000	-9,3
552,8000	-9,3
553,0000	-9,4
553,2000	-9,4
553,4000	-9,4
553,6000	-9,4
553,8000	-9,5
554,0000	-9,5
554,2000	-9,5
554,4000	-9,6
554,6000	-9,6
554,8000	-9,6
555,0000	-9,7
555,2000	-9,7
555,4000	-9,7
555,6000	-9,8
555,8000	-9,8
556,0000	-9,8
556,2000	-9,8
556,4000	-9,9
556,6000	-9,9
556,8000	-9,9
557,0000	-10,0
557,2000	-10,0
557,4000	-10,0
557,6000	-10,0
557,8000	-10,1
558,0000	-10,1
558,2000	-10,1
558,4000	-10,2
558,6000	-10,2
558,8000	-10,2
559,0000	-10,2
559,2000	-10,3
559,4000	-10,3
559,6000	-10,3
559,8000	-10,4
560,0000	-10,4
560,2000	-10,4
560,4000	-10,4
560,6000	-10,5
560,8000	-10,5
561,0000	-10,5
561,2000	-10,6
561,4000	-10,6
561,6000	-10,6
561,8000	-10,6
562,0000	-10,7
562,2000	-10,7
562,4000	-10,7
562,6000	-10,7
562,8000	-10,8
563,0000	-10,8
563,2000	-10,8
563,4000	-10,8
563,6000	-10,9
563,8000	-10,9
564,0000	-10,9
564,2000	-10,9
564,4000	-11,0
564,6000	-11,0
564,8000	-11,0
565,0000	-11,0
565,2000	-11,1
565,4000	-11,1
565,6000	-11,1
565,8000	-11,1
566,0000	-11,2
566,2000	-11,2
566,4000	-11,2
566,6000	-11,3
566,8000	-11,3
567,0000	-11,3
567,2000	-11,3
567,4000	-11,4
567,6000	-11,4
567,8000	-11,4
568,0000	-11,4
568,2000	-11,5
568,4000	-11,5
568,6000	-11,5
568,8000	-11,5
569,0000	-11,6
569,2000	-11,6
569,4000	-11,6
569,6000	-11,7
569,8000	-11,7
570,0000	-11,7
570,2000	-11,7
570,4000	-11,8
570,6000	-11,8
570,8000	-11,8
571,0000	-11,9
571,2000	-11,9
571,4000	-11,9
571,6000	-11,9
571,8000	-12,0
572,0000	-12,0
572,2000	-12,0
572,4000	-12,0
572,6000	-12,1
572,8000	-12,1
573,0000	-12,1
573,2000	-12,2
573,4000	-12,2
573,6000	-12,2
573,8000	-12,2
574,0000	-12,3
574,2000	-12,3
574,4000	-12,3
574,6000	-12,3
574,8000	-12,4
575,0000	-12,4
575,2000	-12,4
575,4000	-12,4
575,6000	-12,5
575,8000	-12,5
576,0000	-12,5
576,2000	-12,6
576,4000	-12,6
576,6000	-12,6
576,8000	-12,6
577,0000	-12,7
577,2000	-12,7
577,4000	-12,7
577,6000	-12,7
577,8000	-12,8
578,0000	-12,8
578,2000	-12,8
578,4000	-12,8
578,6000	-12,9
578,8000	-12,9
579,0000	-12,9
579,2000	-13,0
579,4000	-13,0
579,6000	-13,0
579,8000	-13,0
580,0000	-13,1
580,2000	-13,1
580,4000	-13,1
580,6000	-13,1
580,8000	-13,2
581,0000	-13,2
581,2000	-13,2
581,4000	-13,3
581,6000	-13,3
581,8000	-13,3
582,0000	-13,3
582,2000	-13,4
582,4000	-13,4
582,6000	-13,4
582,8000	-13,4
583,0000	-13,5
583,2000	-13,5
583,4000	-13,5
583,6000	-13,5
583,8000	-13,6
584,0000	-13,6
584,2000	-13,6
584,4000	-13,7
584,6000	-13,7
584,8000	-13,7
585,0000	-13,7
585,2000	-13,8
585,4000	-13,8
585,6000	-13,8
585,8000	-13,8
586,0000	-13,9
586,2000	-13,9
586,4000	-13,9
586,6000	-14,0
586,8000	-14,0
587,0000	-14,0
587,2000	-14,0
587,4000	-14,1
587,6000	-14,1
587,8000	-14,1
588,0000	-14,1
588,2000	-14,2
588,4000	-14,2
588,6000	-14,2
588,8000	-14,2
589,0000	-14,3
589,2000	-14,3
589,4000	-14,3
589,6000	-14,3
589,8000	-14,4
590,0000	-14,4
590,2000	-14,4
590,4000	-14,5
590,6000	-14,5
590,8000	-14,5
591,0000	-14,5
591,2000	-14,6
591,4000	-14,6
591,6000	-14,6
591,8000	-14,6
592,0000	-14,7
592,2000	-14,7
592,4000	-14,7
592,6000	-14,7
592,8000	-14,8
593,0000	-14,8
593,2000	-14,8
593,4000	-14,8
593,6000	-14,9
593,8000	-14,9
594,0000	-14,9
